Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
3,900,-38.28547013763847672862539184279739856719970703125,-21.97637867366557884452049620449542999267578125,-23.044526505325478638042113743722438812255859375,-2.5360881374553656542047974653542041778564453125,-16.977446821497238715892308391630649566650390625,-3.274636066774490927855367772281169891357421875,-20.072023682363351326785050332546234130859375,-13.5227515488143552602195995859801769256591796875,-12.955107272560809406058979220688343048095703125,7.6509903256325060283415950834751129150390625,30.64973906674396175731089897453784942626953125,6.997894222846156253581284545361995697021484375,11.105685598315375273159588687121868133544921875,-41.95989867854853372364232200197875499725341796875,-19.3823053682058201729887514375150203704833984375,23.0506302072206921138786128722131252288818359375,0.643940549943550877287634648382663726806640625,21.69560838648641265535843558609485626220703125,9.5187231055635237453316221944987773895263671875,-8.3223975341044251763378269970417022705078125,29.227576525162504594845813699066638946533203125,-2.3285622730185906448241439647972583770751953125,-4.977568895535142701191944070160388946533203125,41.96600238044374009405146352946758270263671875,-16.0130619220557264270610176026821136474609375,-58.6840418713949958373632398433983325958251953125,3.67137668996247157338075339794158935546875,-4.5014801477095858217580826021730899810791015625,-10.11078218939786665941937826573848724365234375,-45.67094943082980051940467092208564281463623046875,-15109495010.1276569366455078125,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
4,0,-37.284463026825761744476039893925189971923828125,-18.619342631305897839411045424640178680419921875,34.55000457777640576750854961574077606201171875,-2.8168584246345318433668580837547779083251953125,25.46769615771967210093862377107143402099609375,29.70976897488327495011617429554462432861328125,63.475447859126546745756058953702449798583984375,58.903775139622183587562176398932933807373046875,12.9245887630848272920047747902572154998779296875,-23.6365855891598357629845850169658660888671875,73.86394848475600838355603627860546112060546875,-46.12872707296975249846582300961017608642578125,-3.018280587176121798620442859828472137451171875,-46.23859370708333926813793368637561798095703125,-30.869472334971163718364550732076168060302734375,-15.097506637775808258083998225629329681396484375,-31.406598101748699036761536262929439544677734375,-78.844569231238750717238872312009334564208984375,85.92486342967009704807423986494541168212890625,25.119785149693285575267509557306766510009765625,-15.5858027893917636674814275465905666351318359375,53.141880550553906914501567371189594268798828125,-18.4789574877163005339752999134361743927001953125,-7.6998199407941001481958664953708648681640625,-29.6853541673024636793343233875930309295654296875,55.143894772179322671945556066930294036865234375,-49.13174840540788324005916365422308444976806640625,-37.6750999481185289141649263910949230194091796875,-65.215002899258394108983338810503482818603515625,-21.6040528580584094697769614867866039276123046875,-53375637179.52099609375,
4,900,82.33588671529281555194756947457790374755859375,-0.2349925229651859126533963717520236968994140625,34.55000457777640576750854961574077606201171875,-2.7985473189489340484215063042938709259033203125,-24.5948667867061345759793766774237155914306640625,2.0416882839442251906802994199097156524658203125,16.5257728812524788963855826295912265777587890625,-8.6764122440259967561360099352896213531494140625,12.9245887630848272920047747902572154998779296875,-23.6365855891598357629845850169658660888671875,-27.115695669423502067729714326560497283935546875,10.18402661214025783920078538358211517333984375,-0.2533036286507837075987481512129306793212890625,-8.822901089510793326553539372980594635009765625,24.5887630848109211001428775489330291748046875,-1.101718192083495750921429134905338287353515625,-22.867519150364699953570379875600337982177734375,-2.8962065492721222881300491280853748321533203125,-21.250038148136837889978778548538684844970703125,10.06195257423627253956510685384273529052734375,-4.4892727439191872917945147491991519927978515625,-27.8908658101138229312709881924092769622802734375,-14.4322031311990741642148350365459918975830078125,7.138279366435739348162314854562282562255859375,-18.2531205175939277296492946334183216094970703125,-2.4933622241889707993323099799454212188720703125,2.6764732810449487487858277745544910430908203125,20.1330607013153581874576047994196414947509765625,11.7954039124729064269558875821530818939208984375,-20.3527939695425317268018261529505252838134765625,-7854171990.59709835052490234375,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
5,0,14.24909207434308200390660203993320465087890625,-29.4473097933896923450447502546012401580810546875,90.12421033356730504237930290400981903076171875,-3.714102603228866428253240883350372314453125,54.814294869838562362929224036633968353271484375,41.87444685201575111932470463216304779052734375,-13.7852107303079236544363084249198436737060546875,-58.3910641804254311182376113720238208770751953125,-12.6682332834864297410604194737970829010009765625,-1.284829248939473700374946929514408111572265625,36.619159520249041861461591906845569610595703125,39.8968474379711324218078516423702239990234375,-44.889675588244273285454255528748035430908203125,30.893887142551960778291686438024044036865234375,-33.359782708212520674351253546774387359619140625,41.294595171971792524345801211893558502197265625,52.226325266273988745524547994136810302734375,93.79253517258217698326916433870792388916015625,-0.2899258400219792974894517101347446441650390625,16.7027802362132575808573164977133274078369140625,48.7350077822198954891064204275608062744140625,37.15018158513140633658622391521930694580078125,69.078646198919642529290285892784595489501953125,16.5074617755668811014402308501303195953369140625,-2.7130954924161443386765313334763050079345703125,51.860103152562032846617512404918670654296875,5.7344279305398657697878661565482616424560546875,-67.4733726004821932065169676207005977630615234375,-61.27201147495956234934055828489363193511962890625,-19.260231330301820662498357705771923065185546875,-58254301986.6980133056640625,
5,900,55.369731742301695476271561346948146820068359375,25.62639240699485299046500585973262786865234375,33.47575304422133513071457855403423309326171875,-22.7942747276222945629342575557529926300048828125,-14.5481734672078601988687296397984027862548828125,4.7761467329935527459383592940866947174072265625,-26.08417004913479786409880034625530242919921875,4.123050630207217182032763957977294921875,-15.5674916837061658725360757671296596527099609375,-17.014069032868434305783011950552463531494140625,-15.140232551042203112956485711038112640380859375,-2.8412732322153289032939937897026538848876953125,-3.8056581316568554029799997806549072265625,20.1452681051057567174211726523935794830322265625,38.865321817682428218176937662065029144287109375,6.11285744804223440951318480074405670166015625,-0.692770165105144997141906060278415679931640625,-13.4006775109103699605839210562407970428466796875,-25.046540726950894395486102439463138580322265625,-2.4628437147129744744233903475105762481689453125,-10.09857478560746812945581041276454925537109375,-50.6393627735221372176965815015137195587158203125,1.095614490188296485939645208418369293212890625,14.493240150151081024887389503419399261474609375,11.099581896420176008177804760634899139404296875,-29.1848506118961239508280414156615734100341796875,13.2236701559495912761121871881186962127685546875,-9.4698934904019296254773507826030254364013671875,-26.4870143742179635637512546963989734649658203125,14.37726981414226656852406449615955352783203125,-11804886425.1784954071044921875,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
6,0,70.757164220099497242699726484715938568115234375,-49.4979705191198462443935568444430828094482421875,34.11053804132205868882010690867900848388671875,-1.010162663655506776194670237600803375244140625,-41.75847651600695797924345242790877819061279296875,-60.6006042664876218850622535683214664459228515625,8.4078493606372290969375171698629856109619140625,30.73519089327675146705587394535541534423828125,91.955320902127141380333341658115386962890625,-50.77364421521652815272318548522889614105224609375,8.2857753227332437973018386401236057281494140625,1.095614490188296485939645208418369293212890625,47.178563798944054497042088769376277923583984375,7.5716422009949155835784040391445159912109375,69.090853602710041059253853745758533477783203125,10.568559831537839954762603156268596649169921875,-13.6020996734519457049827906303107738494873046875,73.552659688100817447775625623762607574462890625,-25.2174443800164880258307675831019878387451171875,35.709707937864322957466356456279754638671875,8.3712271492660335070468136109411716461181640625,-56.56605731376080115069271414540708065032958984375,-12.949003570665610141077195294201374053955078125,-39.70152897732474883696340839378535747528076171875,42.39326151310768864277633838355541229248046875,-86.3704336680196576025991817004978656768798828125,-11.972411267433699322282336652278900146484375,60.240485854670851040282286703586578369140625,-27.5124362926114685024003847502171993255615234375,75.145725882747882451440091244876384735107421875,-60271043959.703094482421875,
6,900,-2.5788140507217605090772849507629871368408203125,2.5421918393505649191865813918411731719970703125,11.7770928067873086320105358026921749114990234375,2.3163548692281921148605761118233203887939453125,0.668355357524347937214770354330539703369140625,-22.4402600177007371939907898195087909698486328125,6.14947965941342999940388835966587066650390625,25.296792504654064259739243425428867340087890625,-9.012115848261970540988841094076633453369140625,-3.3845027008880919083821936510503292083740234375,-25.71794793542284196519176475703716278076171875,1.095614490188296485939645208418369293212890625,47.178563798944054497042088769376277923583984375,7.406842249824507007360807619988918304443359375,-27.4391918698690773226189776323735713958740234375,-42.863246559038060468083131127059459686279296875,38.65779595324562478708685375750064849853515625,-8.2125308999908384066657163202762603759765625,5.3865169225135076658261823467910289764404296875,-12.6438184759056326811332837678492069244384765625,-12.4668111209448539966615498997271060943603515625,22.3426007873775489542822469957172870635986328125,-1.162755211035488400739268399775028228759765625,-8.2491531113620339965564198791980743408203125,35.72801904354992075241170823574066162109375,-10.6601153599658147186346468515694141387939453125,-2.4384289071321774144962546415627002716064453125,-42.27118747520371044856801745481789112091064453125,8.4933011871700188066824921406805515289306640625,3.201391644032099748073960654437541961669921875,-12698494680.5581150054931640625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
7,0,-31.8033387249366654714322066865861415863037109375,5.7344279305398657697878661565482616424560546875,-46.3484603411969402486647595651447772979736328125,-14.5359660634174616689051617868244647979736328125,19.2052980132450414885170175693929195404052734375,4.025391399884028942324221134185791015625,-15.7444990386669445570078096352517604827880859375,-68.08984649189733318053185939788818359375,72.411267433698554896182031370699405670166015625,39.6465956602679625575547106564044952392578125,29.117709891048917825173703022301197052001953125,-36.50929288613543377550740842707455158233642578125,11.4108706930753527331035002134740352630615234375,-2.5238807336649671242412296123802661895751953125,-91.186254463332005570919136516749858856201171875,6.894131290627768748890957795083522796630859375,-82.21381267738883025231189094483852386474609375,-7.9866939298684656023397110402584075927734375,-77.73369548631245606884476728737354278564453125,-36.84499649037140756036023958586156368255615234375,62.76131473738820432117790915071964263916015625,84.5576342051454048487357795238494873046875,84.32569353312783277942799031734466552734375,-19.99267555772576088202185928821563720703125,20.1757866145817530423300922848284244537353515625,-26.944792016357922648239764384925365447998046875,2.2675252540665979950063046999275684356689453125,-13.7363811151463295345820370130240917205810546875,68.718527787102885895365034230053424835205078125,38.13287759025848799865343607962131500244140625,-65482327926.62522125244140625,
7,900,4.7517319254127556860112235881388187408447265625,-7.107760856959743023253395222127437591552734375,28.873561815240947225902345962822437286376953125,-19.040498062074647123154136352241039276123046875,-31.107516708883935052654123865067958831787109375,29.013946958830530320483376272022724151611328125,8.0294198431348604572121985256671905517578125,-5.233924375133511830426868982613086700439453125,13.1870479445783956862214836291968822479248046875,10.12298959318826518938294611871242523193359375,16.6722617267372612559483968652784824371337890625,18.826868495742672848791698925197124481201171875,46.38508255256812162770074792206287384033203125,-12.08838160344248535693623125553131103515625,31.070894497512739462763420306146144866943359375,24.802392651142923796214745379984378814697265625,-9.59196752830592913596774451434612274169921875,-8.5970641193884063113728188909590244293212890625,19.5776238288521966524058370850980281829833984375,-7.8463087862788825077586807310581207275390625,-5.154576250495921385663677938282489776611328125,-9.5553453169347193352223257534205913543701171875,-0.790429395428333236850448884069919586181640625,-58.4643086031678222980190184898674488067626953125,-34.4523453474532317386547219939529895782470703125,-1.303140354625071495320298708975315093994140625,-0.784325693533133971868664957582950592041015625,-28.16553239539780406630598008632659912109375,-17.82586138492996497006970457732677459716796875,-6.5584276863917949640381266362965106964111328125,-14425834919.0480442047119140625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
8,0,-19.791253395184185137622989714145660400390625,-37.3210852381969715452214586548507213592529296875,-13.91338847010712242990848608314990997314453125,26.7555772576067312229497474618256092071533203125,-24.1737113559373710813815705478191375732421875,-29.6182134464552717645347001962363719940185546875,-37.028107547227392615241114981472492218017578125,-68.1630909146397243603132665157318115234375,42.649616992706086193720693700015544891357421875,-12.03955198828089123708195984363555908203125,26.13910336619159124893485568463802337646484375,27.3781548509170846728011383675038814544677734375,82.830286568803984437181497924029827117919921875,85.99200415051728896287386305630207061767578125,-32.1024201178014436663943342864513397216796875,-88.2564775536362731145345605909824371337890625,61.113315225684374354386818595230579376220703125,37.98638874477370563909062184393405914306640625,-3.811761833552054667961783707141876220703125,7.6754051332133030882687307894229888916015625,-29.7036652729880614742796751670539379119873046875,67.088839381084625301809865050017833709716796875,3.207495345927299013055744580924510955810546875,-22.7820673238318960329706897027790546417236328125,-7.3580126346629270983612514100968837738037109375,-26.950895718253121913221548311412334442138671875,-15.341654713583778857355355285108089447021484375,-75.4875331888790555012747063301503658294677734375,0.1373332926419834620901383459568023681640625,34.952848902859585678015719167888164520263671875,-55352931667.39557647705078125,
8,900,16.885891293069249741165549494326114654541015625,-17.014069032868434305783011950552463531494140625,22.8003784295174938279160414822399616241455078125,-25.3395184179204733254664461128413677215576171875,-18.3568834498123152343396213836967945098876953125,7.5655384990997163185966201126575469970703125,0.656147953733949407251202501356601715087890625,-1.211584826197082520593539811670780181884765625,25.79119235816523314497317187488079071044921875,-8.3407086397900229712831787765026092529296875,-14.5664845728934579938140814192593097686767578125,-17.7526169621875595794335822574794292449951171875,-7.7181310464796979431412182748317718505859375,-31.058687093722340932799852453172206878662109375,-10.3915524765770470594361540861427783966064453125,12.3508407849360679620076552964746952056884765625,26.6884365367595393081501242704689502716064453125,9.86053041169469679516623727977275848388671875,-3.811761833552054667961783707141876220703125,5.2095095675527289813544484786689281463623046875,-6.942960905789362868745229206979274749755859375,-10.4098635822626448543815058656036853790283203125,5.5513168736838878203343483619391918182373046875,2.1027253028962178404981386847794055938720703125,25.58977019562365740057430230081081390380859375,-26.950895718253121913221548311412334442138671875,-10.7089449751274088384889182634651660919189453125,17.484054078798777709380374290049076080322265625,0.2471999267555702317622490227222442626953125,-0.735496078371539852014393545687198638916015625,-7239511110.69802188873291015625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
9,0,-43.86425366985076124137776787392795085906982421875,-4.3183690908536078723045648075640201568603515625,-75.756096072267837371327914297580718994140625,41.80120242927335993954329751431941986083984375,65.202795495467995579019770957529544830322265625,-39.75646229438154222179946373216807842254638671875,-23.081148716696674227932817302644252777099609375,8.6214789269692033712999545969069004058837890625,-12.936796166875211611113627441227436065673828125,24.2408520767845629961811937391757965087890625,-26.3893551438947753240427118726074695587158203125,66.60664693136385494653950445353984832763671875,84.7041230506301872082985937595367431640625,99.157689138462473010804387740790843963623046875,-4.1840876491592240427053184248507022857666015625,35.984374523148289881646633148193359375,-40.7147434919278481402216129936277866363525390625,46.45832697531051280748215503990650177001953125,-1.6022217474898496902824263088405132293701171875,33.45133823664053807078744284808635711669921875,36.594744712668244801534456200897693634033203125,33.69548631244850867005879990756511688232421875,23.6732078005310171420205733738839626312255859375,41.538743247779763123617158271372318267822265625,2.5666066469313619791137170977890491485595703125,34.50117496261481164765427820384502410888671875,73.90057069612720397344673983752727508544921875,75.64012573625905133667401969432830810546875,-9.2806787316507524110420490615069866180419921875,-33.7260048219244907841130043379962444305419921875,-61452558409.99474334716796875,
9,900,29.70366527298807568513439036905765533447265625,-16.647846919156478406875976361334323883056640625,-4.8127689443647483358290628530085086822509765625,16.7027802362132575808573164977133274078369140625,-44.956816309091465200253878720104694366455078125,8.4078493606372290969375171698629856109619140625,18.03949095126193924443214200437068939208984375,-22.904141361735895543461083434522151947021484375,-1.95013275551622200509882532060146331787109375,-3.012176885280922533638658933341503143310546875,-13.6448255867183405598552781157195568084716796875,-13.5532700582903515851285192184150218963623046875,-6.04571672719504249471356160938739776611328125,1.095614490188296485939645208418369293212890625,-10.6234931485946191287439432926476001739501953125,50.779747917111734523132327012717723846435546875,1.5045625171666614505738834850490093231201171875,-3.3417767876216970535097061656415462493896484375,14.06598101748710405445308424532413482666015625,0.0396740623187952223815955221652984619140625,-13.4311960203863662854928406886756420135498046875,31.296731467635112267089425586163997650146484375,7.058931241798148903399123810231685638427734375,14.16364024781029229416162706911563873291015625,-2.7802362132633362534761545248329639434814453125,-0.4913480025635550418883212842047214508056640625,-20.8410901211584729253445402719080448150634765625,-26.6884365367595393081501242704689502716064453125,3.732413708914464223198592662811279296875,-16.2266914883877149122781702317297458648681640625,-9686504145.8324680328369140625,
Repeat,Generation,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,F(x)
10,0,-70.671712393566707532954751513898372650146484375,-71.9656971953489801308023743331432342529296875,-19.6996978667561819520415156148374080657958984375,68.974883266701255024599959142506122589111328125,48.6007263405255116595071740448474884033203125,-12.5644703512680422363700927235186100006103515625,-64.1407513657032950504799373447895050048828125,-85.3816339609973482538407552056014537811279296875,32.3282570879238164707203395664691925048828125,12.8757591479232047504410729743540287017822265625,7.205420087282931262961938045918941497802734375,42.07586901455732686372357420623302459716796875,-64.2078920865504869652795605361461639404296875,-50.02288888210699724368168972432613372802734375,33.31095309305095497620641253888607025146484375,24.863429670094916446032584644854068756103515625,-4.934842982268747846319456584751605987548828125,21.164586321604048180233803577721118927001953125,28.617206335642578096667421050369739532470703125,-81.249427777947317963480600155889987945556640625,68.651387066255693980565411038696765899658203125,-36.71071504867702373076099320314824581146240234375,31.8216498306222774772322736680507659912109375,-19.266335032197019927480141632258892059326171875,25.44938505203407430599327199161052703857421875,-60.5029450361644336453537107445299625396728515625,67.998290963469344205805100500583648681640625,-83.349101229895921960633131675422191619873046875,20.0720236823633655376397655345499515533447265625,15.8543656727805313266799203120172023773193359375,-67505155829.9189453125,
